label,yaw,position.x,position.y,position.z,dimensions.x,dimensions.y,dimensions.z
Construction Signs,-0.763354746,34.761,61.059,0.376,1.11,1.169,1.196
Car,-0.774169373,-4.469,1.221,0.654,1.836,4.204,1.577
Cones,-2.314114693,39.158,65.926,0.258,0.469,0.419,0.981
Construction Signs,-2.363801178,-18.788,26.168,0.349,0.931,1.128,1.202
Construction Signs,-2.590693981,-4.988,41.134,0.381,0.883,1.08,1.152
Other Vehicle - Uncommon,2.340041468,27.509,-48.529,0.329,1.405,2.943,2
Construction Signs,-2.363801178,-37.786,44.797,0.32,1.036,0.975,1.172
Car,2.468002917,-18.269,4.736,0.539,1.809,4.76,1.54
Construction Signs,-2.398707764,-27.295,63.408,0.365,0.908,1.08,1.227
Car,-0.776362307,156.172,159.028,0.201,1.983,4.2,1.402
Car,0.796627535,-84.455,107.193,0.854,1.825,4.441,1.641
Construction Signs,-2.363801178,-28.428,35.685,0.316,0.931,0.799,1.163
Cones,2.318681662,46.372,68.642,0.119,0.391,0.356,0.794
Semi-truck,-2.372220922,102.198,-114.734,8.748,3.096,7.262,3.712
Car,0.79204288,-69.487,92.056,0.459,1.756,4.441,1.521
Construction Signs,-2.363801178,-48.222,55.041,0.374,1.143,1.168,1.279
Car,-0.776607173,188.862,200.348,0.243,2.077,4.48,1.531
Construction Signs,-2.311441301,-8.969,45.069,0.375,0.883,1.08,1.113
Car,-0.784701777,81.12,81.989,0.29,1.915,4.2,1.536
Other Vehicle - Uncommon,-0.819004478,6.448,-36.646,0.679,1.405,2.943,2
Cones,-2.314114693,36.93,63.47,0.363,0.469,0.566,1.101
Car,-2.500848908,20.396,-17.087,0.569,1.841,5.174,1.541
Car,2.326786802,-39.265,-16.085,0.804,1.961,4.215,1.47
Other Vehicle - Uncommon,2.444761223,-26.207,-3.621,0.929,1.5,3.106,2
Construction Signs,-2.363801178,-33.054,40.171,0.298,0.977,0.975,1.128
Car,2.374344169,96.07,121.35,0.513,2.039,4.31,1.666
Other Vehicle - Uncommon,-0.784097893,6.5,-27.47,0.729,1.405,2.943,2
Other Vehicle - Uncommon,2.270228298,12.065,-22.568,0.679,1.405,2.943,2
Construction Signs,-0.833167916,29.709,56.336,0.404,1.06,0.939,1.201
Car,2.391797462,101.254,126.228,0.454,2.039,4.503,1.714
Other Vehicle - Uncommon,2.35749476,10.246,-20.967,0.679,1.405,2.943,2
Car,2.374344169,90.591,115.466,0.513,2.021,4.24,1.666
Other Vehicle - Uncommon,2.532027686,12.973,-27.502,0.629,1.405,2.943,2
Car,-2.28650882,-23.454,-35.891,0.974,1.881,4.18,1.593
Car,2.402329949,49.587,62.974,0.326,1.812,4.691,1.626
Car,-0.75915388,153.066,159.892,0.477,2.411,4.905,1.847
Pedestrian,2.317836904,98.493,128.47,0.699,0.849,0.681,1.931
Car,2.384876656,104.645,119.507,0.668,2.195,4.524,1.686
Car,2.349970071,74.178,88.829,0.406,1.777,4.436,1.626
Car,0.22139327,26.039,14.334,0.257,1.886,4.787,1.545
Car,2.367423364,33.833,44.544,0.477,2.077,4.951,1.93
Car,2.3813857,-12.54,2.208,0.745,1.806,4.391,1.512
Car,2.349970071,95.35,110.489,0.708,2.195,4.524,1.686
Car,2.367423364,17.65,32.201,0.495,1.806,4.561,1.512
Car,2.349970071,84.791,99.331,0.636,2.195,4.524,1.626
Car,2.349970071,36.921,51.812,0.326,1.757,4.5,1.626
Car,2.433745577,1.664,18.735,0.595,1.806,4.391,1.512
Pedestrian,2.394322563,21.785,50.728,0.857,0.946,1.081,1.885
Car,-0.763934069,28.715,34.168,0.325,1.934,4.229,1.555
Car,-0.75915388,152.829,159.545,0.477,2.411,4.905,1.847
Car,2.349970071,36.813,51.715,0.326,1.757,4.5,1.626
Car,2.349970071,95.493,110.681,0.638,2.195,4.524,1.686
Car,0.245222737,25.975,14.221,0.27,1.815,4.816,1.558
Car,-0.767423847,28.375,33.723,0.349,1.934,4.162,1.555
Car,2.353460703,74.309,89.002,0.36,1.794,4.436,1.538
Car,2.409311924,49.684,63.117,0.376,1.812,4.691,1.626
Pedestrian,2.257299012,98.296,128.378,0.63,0.794,0.696,1.795
Car,-0.776607173,176.939,189.017,0.493,2.077,4.48,1.531
Car,2.320393955,184.367,206.912,0.224,1.997,4.48,1.531
Car,2.384876656,33.739,44.45,0.477,2.077,4.951,1.93
Car,2.349970071,104.495,119.32,0.648,2.195,4.524,1.686
Car,2.365092149,84.993,99.485,0.676,2.195,4.691,1.626
Car,2.380306214,20.759,31.401,0.591,1.867,4.629,1.673
Other Vehicle - Uncommon,-0.784097893,4.823,-26.158,0.729,1.405,2.943,2
Car,2.326786802,-60.458,-37.423,0.934,2.104,4.215,1.681
Car,2.380306214,26.281,36.583,0.451,1.867,4.689,1.511
Other Vehicle - Uncommon,0.804151726,-6.299,-24.519,0.929,1.453,3.055,2
Car,-0.797352559,-44.205,-44.985,0.986,2.049,4.409,1.733
Towed Object,0.809565738,-92.686,119.997,2.08,3.096,7.262,3.712
Car,0.818769797,-83.551,110.963,0.519,1.825,4.441,1.641
Car,2.374344169,82.091,107.072,0.679,1.99,4.386,1.76
Cones,2.319776953,-12.685,48.946,0.199,0.25,0.513,0.726
Other Vehicle - Uncommon,-0.661924845,16.033,-36.19,0.629,1.405,2.943,2
Car,2.398442208,-30.673,-7.523,0.759,1.849,4.723,1.561
Other Vehicle - Uncommon,2.340041468,29.245,-50.182,0.329,1.405,2.943,2
Car,-0.791622665,3.211,3.919,0.697,1.94,4.302,1.858
Car,2.363932407,-28.962,-14.225,0.909,1.756,4.441,1.521
Pedestrian,2.388516152,4.938,33.287,0.751,0.824,1.259,1.917
Car,-2.372426925,-6.854,26.46,0.589,2.102,4.628,1.474
Car,0.635908095,34.919,-11.359,0.811,1.924,4.164,1.663
Pickup Truck,0.618454802,40.027,-18.073,1.355,2.333,5.944,2.116
Pickup Truck,0.653361388,25.906,1.561,0.595,2.216,6.266,1.945
Other Vehicle - Uncommon,-0.801551186,25.897,-47.279,0.329,1.405,2.943,2
Car,0.566243306,47.852,-29.143,2.01,1.841,4.408,1.99
Car,0.618603184,39.973,-10.951,0.86,1.841,4.408,1.99
Car,-2.354973632,-8.704,23.317,0.6,1.937,4.143,1.642
Car,-0.776362307,114.658,116.61,0.221,1.983,4.2,1.643
Car,-2.33752034,-19.084,33.955,0.658,2.17,4.835,1.836
Car,-2.33752034,-13.885,28.142,0.481,2.044,4.381,1.605
Car,2.374344169,126.755,152.526,0.295,2.039,4.503,1.714
Personal Mobility Device,0.778505468,52.509,45.769,0.173,0.539,1.065,1.225
Construction Signs,-2.363801178,-24.364,30.921,0.439,0.931,0.764,1.249
Car,-2.344965119,-23.153,33.901,0.376,1.913,4.441,1.623
Car,0.625583957,66.597,-54.54,3.681,1.841,4.408,1.868
Car,0.441561452,28.676,5.241,0.249,1.841,4.408,1.677
Car,0.712850419,72.641,-69.611,4.702,1.841,4.408,1.625
Car,0.620542439,56.244,-40.643,2.995,1.841,4.408,2.105
Other Vehicle - Construction Vehicle,2.283860613,45.789,69.968,1.788,2.757,7.215,4.132
Car,-0.776362307,125.363,127.323,0.321,1.983,4.2,1.643
Car,-0.776362307,164.026,166.822,0.201,1.983,4.2,1.402
Car,-0.776362307,138.981,141.251,0.221,1.983,4.2,1.643
Car,0.814080827,-75.03,106.463,-0.031,1.825,4.441,1.641
Other Vehicle - Uncommon,2.35749476,0.057,-23.036,0.929,1.405,2.943,2
Cones,2.320352623,49.373,71.445,0.118,0.266,0.307,0.792
Car,2.381333364,-13.929,9.403,0.572,1.849,4.464,1.69
Pickup Truck,2.349969988,-56.257,-39.071,1.499,2.025,5.589,2.033
Car,2.374344169,106.6,131.627,0.454,2.039,4.503,1.714
Car,0.695397127,84.798,-73.387,4.872,1.841,4.408,1.625
Other Vehicle - Uncommon,2.35749476,-2.98,-27.645,0.929,1.405,2.943,2
Construction Signs,-2.520880811,-31.226,66.802,0.328,0.908,1.08,1.227
Car,-0.791622665,-25.136,-19.369,1.013,1.94,4.302,1.637
Other Vehicle - Uncommon,2.374948053,8.964,-19.443,0.679,1.405,3.055,2
Signs,0.252357256,29.916,-17.188,1.671,1.31,0.55,2.95
Car,-0.809075958,-48.171,-44.997,1.013,1.94,4.302,1.637
Car,-0.776607173,182.401,197.639,0.493,2.077,4.48,1.531
Car,-2.354973632,-24.022,38.877,0.506,2.048,4.609,1.677
Car,0.67081468,20.917,7.334,0.399,1.884,4.162,1.523
Car,2.374344169,77.27,102.08,0.679,2.119,4.52,1.76
Car,-0.774169373,-15.381,-14.486,0.763,1.94,4.302,1.637
Car,2.374344169,114.778,140.501,0.295,2.039,4.503,1.714
Car,-0.784701777,61.753,62.483,0.282,2.039,4.669,1.833
Other Vehicle - Uncommon,2.374948053,14.177,-44.153,0.629,1.405,2.943,2
Car,-0.784701777,55.958,56.33,0.24,2.007,4.879,1.769
Other Vehicle - Uncommon,-0.696831431,0.24,-30.874,0.779,1.405,2.943,2
Other Vehicle - Uncommon,-2.389800805,2.79,-20.13,0.729,1.453,3.055,2
Pedestrian,-0.766638583,-1.836,24.959,0.749,0.77,0.933,1.862
Car,2.391797462,111.411,136.687,0.345,2.039,4.503,1.714
Car,2.328973487,-22.066,1.282,0.631,1.768,4.339,1.608
Car,-0.784701777,69.3,69.879,0.188,1.794,4.207,1.614
Construction Signs,-2.363801178,-43.362,50.13,0.345,1.067,1.168,1.22
Other Vehicle - Uncommon,2.340041468,31.725,-62.768,0.329,1.405,2.943,2
Other Vehicle - Uncommon,-0.784097893,-1.478,-29.192,0.879,1.405,2.943,2
Car,-0.784701777,77.817,78.463,0.23,1.815,3.695,1.561
Car,-0.795113539,8.92,14.587,0.709,1.893,4.097,1.701
Other Vehicle - Uncommon,0.716885264,0.228,-19.735,0.729,1.453,3.055,2
Car,-0.645075437,85.008,85.754,0.343,1.858,3.593,1.597
Car,2.374344169,134.621,159.967,0.295,2.039,4.503,1.714
Car,0.627765531,78.061,-69.452,4.622,1.841,4.408,1.625
Other Vehicle - Uncommon,2.322588175,4.978,-34.997,0.679,1.405,2.943,2
Car,0.75241176,36.915,-19.018,1.114,1.841,4.408,1.693
Car,0.793136081,-64.191,91.665,0.519,1.825,4.441,1.641
Car,2.374344169,152.975,179.175,0.295,2.039,4.503,1.714
Car,2.418061679,148.22,183.219,0.672,2.402,4.634,1.822
Construction Signs,0.80282691,-14.071,21.571,0.293,0.875,1.106,1.137
Car,2.374344169,86.425,111.36,0.461,1.853,4.24,1.603
Other Vehicle - Uncommon,2.35749476,9.323,-39.539,0.629,1.405,2.943,2
Other Vehicle - Uncommon,2.374948053,10.978,-41.146,0.629,1.405,2.943,2
Car,0.828042666,-61.596,84.457,0.459,1.756,4.441,1.521
Car,2.326786802,-64.358,-41.703,0.999,1.961,4.215,1.47
Other Vehicle - Uncommon,-0.749191308,12.979,-31.775,0.629,1.405,3.265,2
Pickup Truck,-2.030806434,10.375,-8.06,0.42,1.762,4.656,1.698
Car,-0.749795192,65.525,66.295,0.119,1.682,4.226,1.374
Car,-0.776607173,176.901,194.008,0.543,2.077,4.48,1.531
Cones,2.282202911,43.684,67.398,0.108,0.389,0.395,0.767
Cones,-2.314114693,37.137,63.866,0.211,0.353,0.516,0.785
Other Vehicle - Uncommon,2.566934271,17.683,-37.329,0.629,1.405,2.943,2
Other Vehicle - Uncommon,-0.766644601,2.052,-32.159,0.679,1.405,2.943,2
Car,0.618454802,30.894,-5.2,0.543,2.03,4.951,1.575
Motorcycle,-0.786708033,-9.389,-4.336,0.741,0.884,1.969,1.782
Other Vehicle - Construction Vehicle,-0.774935367,95.278,96.9,3.716,3.306,10.228,8.393
Construction Signs,-0.763354746,34.761,61.059,0.376,1.11,1.169,1.196
Car,-0.774169373,-3.965,1.737,0.654,1.836,4.204,1.577
Cones,-2.314114693,39.158,65.926,0.258,0.469,0.419,0.981
Construction Signs,-2.363801178,-18.788,26.168,0.349,0.931,1.128,1.202
Construction Signs,-2.590693981,-4.988,41.134,0.381,0.883,1.08,1.152
Other Vehicle - Uncommon,2.340041468,27.509,-48.529,0.329,1.405,2.943,2
Construction Signs,-2.363801178,-37.786,44.797,0.32,1.036,0.975,1.172
Car,2.468002917,-18.269,4.736,0.539,1.809,4.76,1.54
Construction Signs,-2.398707764,-27.295,63.408,0.365,0.908,1.08,1.227
Car,-0.776362307,156.172,159.028,0.201,1.983,4.2,1.402
Car,0.796627535,-84.786,107.52,0.856,1.825,4.441,1.641
Construction Signs,-2.363801178,-28.428,35.685,0.316,0.931,0.799,1.163
Cones,2.318681662,46.372,68.642,0.119,0.391,0.356,0.794
Semi-truck,-2.370634598,103.455,-115.995,8.797,3.096,7.262,3.712
Car,0.785007423,-69.865,92.437,0.459,1.756,4.441,1.521
Construction Signs,-2.363801178,-48.222,55.041,0.374,1.143,1.168,1.279
Car,-0.776607173,188.862,200.348,0.243,2.077,4.48,1.531
Construction Signs,-2.311441301,-8.969,45.069,0.375,0.883,1.08,1.113
Car,-0.784701777,81.12,81.989,0.29,1.915,4.2,1.536
Other Vehicle - Uncommon,-0.819004478,6.448,-36.646,0.679,1.405,2.943,2
Cones,-2.314114693,36.93,63.47,0.363,0.469,0.566,1.101
Car,-2.519498625,21.074,-18.017,0.622,1.841,5.174,1.541
Car,2.326786802,-39.265,-16.085,0.804,1.961,4.215,1.47
Other Vehicle - Uncommon,2.444761223,-26.207,-3.621,0.929,1.5,3.106,2
Construction Signs,-2.363801178,-33.054,40.171,0.298,0.977,0.975,1.128
Car,2.374344169,96.07,121.35,0.513,2.039,4.31,1.666
Other Vehicle - Uncommon,-0.784097893,6.5,-27.47,0.729,1.405,2.943,2
Other Vehicle - Uncommon,2.270228298,12.065,-22.568,0.679,1.405,2.943,2
Construction Signs,-0.833167916,29.709,56.336,0.404,1.06,0.939,1.201
Car,2.391797462,101.254,126.228,0.454,2.039,4.503,1.714
Other Vehicle - Uncommon,2.35749476,10.246,-20.967,0.679,1.405,2.943,2
Car,2.374344169,90.591,115.466,0.513,2.021,4.24,1.666
Other Vehicle - Uncommon,2.532027686,12.973,-27.502,0.629,1.405,2.943,2
Car,-2.28650882,-23.454,-35.891,0.974,1.881,4.18,1.593
Car,2.402329949,49.119,62.465,0.326,1.812,4.691,1.626
Car,-0.75915388,153.388,160.229,0.477,2.411,4.905,1.847
Pedestrian,2.313958395,98.389,128.364,0.699,0.849,0.681,1.931
Car,2.384876656,104.216,119.056,0.676,2.195,4.524,1.686
Car,2.353460703,73.522,88.165,0.41,1.777,4.436,1.626
Car,0.22139327,26.035,14.354,0.257,1.886,4.787,1.545
Car,2.367423364,33.632,44.334,0.477,2.077,4.951,1.93
Car,2.3813857,-13.39,1.306,0.755,1.806,4.391,1.512
Car,2.349970071,94.95,110.089,0.706,2.195,4.524,1.686
Car,2.367423364,17.632,32.183,0.495,1.806,4.561,1.512
Car,2.349970071,84.321,98.876,0.626,2.195,4.524,1.626
Car,2.349970071,36.367,51.264,0.326,1.757,4.5,1.626
Car,2.433745577,1.059,18.035,0.605,1.806,4.391,1.512
Pedestrian,2.383850668,21.681,50.616,0.857,0.946,1.081,1.885
Car,-0.763934069,29.49,34.973,0.323,1.934,4.229,1.555
Car,-0.75915388,153.206,159.941,0.477,2.411,4.905,1.847
Car,2.349970071,36.368,51.275,0.326,1.757,4.5,1.626
Car,2.349970071,94.985,110.183,0.64,2.195,4.524,1.686
Car,0.245222737,25.975,14.221,0.27,1.815,4.816,1.558
Car,-0.763934069,29.116,34.487,0.343,1.934,4.162,1.555
Car,2.353460703,73.906,88.607,0.362,1.794,4.436,1.538
Car,2.409311924,49.19,62.577,0.376,1.812,4.691,1.626
Pedestrian,2.27281305,98.186,128.255,0.63,0.794,0.696,1.795
Car,-0.776607173,176.987,189.066,0.493,2.077,4.48,1.531
Car,2.33812169,183.763,206.327,0.219,1.997,4.48,1.531
Car,2.384876656,33.611,44.314,0.477,2.077,4.951,1.93
Car,2.349970071,104.091,118.923,0.652,2.195,4.524,1.686
Car,2.367423364,84.694,99.191,0.676,2.195,4.691,1.626
Car,2.380306214,20.759,31.401,0.591,1.867,4.629,1.673
Other Vehicle - Uncommon,-0.784097893,4.823,-26.158,0.729,1.405,2.943,2
Car,2.326786802,-60.458,-37.423,0.934,2.104,4.215,1.681
Car,2.380306214,26.281,36.583,0.451,1.867,4.689,1.511
Other Vehicle - Uncommon,0.804151726,-6.299,-24.519,0.929,1.453,3.055,2
Car,-0.797352559,-44.205,-44.985,0.986,2.049,4.409,1.733
Towed Object,0.809565738,-92.734,120.041,2.093,3.096,7.262,3.712
Car,0.81525247,-83.84,111.232,0.519,1.825,4.441,1.641
Car,2.374344169,82.091,107.072,0.679,1.99,4.386,1.76
Cones,2.319776953,-12.685,48.946,0.199,0.25,0.513,0.726
Other Vehicle - Uncommon,-0.661924845,16.033,-36.19,0.629,1.405,2.943,2
Car,2.398442208,-30.673,-7.523,0.759,1.849,4.723,1.561
Other Vehicle - Uncommon,2.340041468,29.245,-50.182,0.329,1.405,2.943,2
Car,-0.791622665,3.769,4.477,0.697,1.94,4.302,1.858
Car,2.356951903,-29.948,-15.15,0.919,1.756,4.441,1.521
Pedestrian,2.392006404,4.835,33.174,0.745,0.824,1.259,1.917
Car,-2.372426925,-6.854,26.46,0.589,2.102,4.628,1.474
Car,0.635908095,34.919,-11.359,0.811,1.924,4.164,1.663
Pickup Truck,0.618454802,40.027,-18.073,1.355,2.333,5.944,2.116
Pickup Truck,0.653361388,25.906,1.561,0.595,2.216,6.266,1.945
Other Vehicle - Uncommon,-0.801551186,25.897,-47.279,0.329,1.405,2.943,2
Car,0.566243306,47.664,-28.852,1.999,1.841,4.408,1.99
Car,0.618603184,39.617,-10.451,0.815,1.841,4.408,1.99
Car,-2.354973632,-8.704,23.317,0.6,1.937,4.143,1.642
Car,-0.776362307,114.658,116.61,0.221,1.983,4.2,1.643
Car,-2.33752034,-19.084,33.955,0.658,2.17,4.835,1.836
Car,-2.33752034,-13.885,28.142,0.481,2.044,4.381,1.605
Car,2.374344169,126.755,152.526,0.295,2.039,4.503,1.714
Personal Mobility Device,0.778505468,52.509,45.769,0.173,0.539,1.065,1.225
Construction Signs,-2.363801178,-24.364,30.921,0.439,0.931,0.764,1.249
Car,-2.344965119,-22.858,33.599,0.381,1.913,4.441,1.623
Car,0.625583957,66.171,-53.951,3.654,1.841,4.408,1.868
Car,0.437934755,28.609,5.385,0.246,1.841,4.408,1.677
Car,0.712850419,71.603,-68.432,4.589,1.841,4.408,1.625
Car,0.624420948,56.006,-40.308,2.939,1.841,4.408,2.105
Other Vehicle - Construction Vehicle,2.283860613,45.789,69.968,1.788,2.757,7.215,4.132
Car,-0.776362307,125.363,127.323,0.321,1.983,4.2,1.643
Car,-0.776362307,164.026,166.822,0.201,1.983,4.2,1.402
Car,-0.776362307,138.981,141.251,0.221,1.983,4.2,1.643
Car,0.814080827,-75.736,107.147,-0.031,1.825,4.441,1.641
Other Vehicle - Uncommon,2.35749476,0.057,-23.036,0.929,1.405,2.943,2
Cones,2.320352623,49.373,71.445,0.118,0.266,0.307,0.792
Car,2.381333364,-13.929,9.403,0.572,1.849,4.464,1.69
Pickup Truck,2.349969988,-56.692,-39.501,1.504,2.025,5.589,2.033
Car,2.374344169,106.6,131.627,0.454,2.039,4.503,1.714
Car,0.695397127,84.458,-72.985,4.872,1.841,4.408,1.625
Other Vehicle - Uncommon,2.35749476,-2.98,-27.645,0.929,1.405,2.943,2
Construction Signs,-2.520880811,-31.226,66.802,0.328,0.908,1.08,1.227
Car,-0.791622665,-24.592,-18.846,1.003,1.94,4.302,1.637
Other Vehicle - Uncommon,2.374948053,8.964,-19.443,0.679,1.405,3.055,2
Signs,0.252357256,29.916,-17.188,1.671,1.31,0.55,2.95
Car,-0.809075958,-47.694,-44.542,1.013,1.94,4.302,1.637
Car,-0.776607173,182.401,197.639,0.493,2.077,4.48,1.531
Car,-2.354973632,-24.022,38.877,0.506,2.048,4.609,1.677
Car,0.67081468,20.917,7.334,0.399,1.884,4.162,1.523
Car,2.374344169,77.27,102.08,0.679,2.119,4.52,1.76
Car,-0.774492644,-15.109,-14.214,0.761,1.94,4.302,1.637
Car,2.374344169,114.778,140.501,0.295,2.039,4.503,1.714
Car,-0.784701777,61.753,62.483,0.282,2.039,4.669,1.833
Other Vehicle - Uncommon,2.374948053,14.177,-44.153,0.629,1.405,2.943,2
Car,-0.784701777,55.958,56.33,0.24,2.007,4.879,1.769
Other Vehicle - Uncommon,-0.696831431,0.24,-30.874,0.779,1.405,2.943,2
Other Vehicle - Uncommon,-2.389800805,2.79,-20.13,0.729,1.453,3.055,2
Pedestrian,-0.756167825,-1.728,25.07,0.747,0.77,0.933,1.862
Car,2.391797462,111.411,136.687,0.345,2.039,4.503,1.714
Car,2.328973487,-22.066,1.282,0.631,1.768,4.339,1.608
Car,-0.784701777,69.3,69.879,0.188,1.794,4.207,1.614
Construction Signs,-2.363801178,-43.362,50.13,0.345,1.067,1.168,1.22
Other Vehicle - Uncommon,2.340041468,31.725,-62.768,0.329,1.405,2.943,2
Other Vehicle - Uncommon,-0.784097893,-1.478,-29.192,0.879,1.405,2.943,2
Car,-0.784701777,77.817,78.463,0.23,1.815,3.695,1.561
Car,-0.795113539,9.536,15.199,0.699,1.893,4.097,1.701
Other Vehicle - Uncommon,0.716885264,0.228,-19.735,0.729,1.453,3.055,2
Car,-0.645075437,85.008,85.754,0.343,1.858,3.593,1.597
Car,2.374344169,134.621,159.967,0.295,2.039,4.503,1.714
Car,0.632673613,77.74,-69.022,4.622,1.841,4.408,1.625
Other Vehicle - Uncommon,2.322588175,4.978,-34.997,0.679,1.405,2.943,2
Car,0.740776232,36.494,-18.531,1.081,1.841,4.408,1.693
Car,0.793136081,-64.407,91.878,0.519,1.825,4.441,1.641
Car,2.374344169,152.975,179.175,0.295,2.039,4.503,1.714
Car,2.418061679,148.22,183.219,0.672,2.402,4.634,1.822
Construction Signs,0.80282691,-14.071,21.571,0.293,0.875,1.106,1.137
Car,2.374344169,86.425,111.36,0.461,1.853,4.24,1.603
Other Vehicle - Uncommon,2.35749476,9.323,-39.539,0.629,1.405,2.943,2
Other Vehicle - Uncommon,2.374948053,10.978,-41.146,0.629,1.405,2.943,2
Car,0.828042666,-62.037,84.861,0.459,1.756,4.441,1.521
Car,2.326786802,-64.358,-41.703,0.999,1.961,4.215,1.47
Other Vehicle - Uncommon,-0.749191308,12.979,-31.775,0.629,1.405,3.265,2
Pickup Truck,-2.053493075,10.655,-8.223,0.422,1.762,4.656,1.698
Car,-0.749795192,65.525,66.295,0.119,1.682,4.226,1.374
Car,-0.776607173,176.901,194.008,0.543,2.077,4.48,1.531
Cones,2.282202911,43.684,67.398,0.108,0.389,0.395,0.767
Cones,-2.314114693,37.137,63.866,0.211,0.353,0.516,0.785
Other Vehicle - Uncommon,2.566934271,17.683,-37.329,0.629,1.405,2.943,2
Other Vehicle - Uncommon,-0.766644601,2.052,-32.159,0.679,1.405,2.943,2
Car,0.618454802,30.894,-5.2,0.543,2.03,4.951,1.575
Motorcycle,-0.783217781,-8.883,-3.823,0.741,0.884,1.969,1.782
Other Vehicle - Construction Vehicle,-0.774935367,95.278,96.9,3.716,3.306,10.228,8.393
Construction Signs,-0.763354746,34.761,61.059,0.376,1.11,1.169,1.196
Car,-0.777659625,-3.422,2.28,0.654,1.836,4.204,1.577
Cones,-2.314114693,39.158,65.926,0.258,0.469,0.419,0.981
Construction Signs,-2.363801178,-18.788,26.168,0.349,0.931,1.128,1.202
Construction Signs,-2.590693981,-4.988,41.134,0.381,0.883,1.08,1.152
Other Vehicle - Uncommon,2.340041468,27.509,-48.529,0.329,1.405,2.943,2
Construction Signs,-2.363801178,-37.786,44.797,0.32,1.036,0.975,1.172
Car,2.468002917,-18.269,4.736,0.539,1.809,4.76,1.54
Construction Signs,-2.398707764,-27.295,63.408,0.365,0.908,1.08,1.227
Car,-0.776362307,156.172,159.028,0.201,1.983,4.2,1.402
Car,0.796627535,-85.115,107.844,0.857,1.825,4.441,1.641
Construction Signs,-2.363801178,-28.428,35.685,0.316,0.931,0.799,1.163
Cones,2.318681662,46.372,68.642,0.119,0.391,0.356,0.794
Semi-truck,-2.369048526,104.711,-117.255,8.846,3.096,7.262,3.712
Car,0.775682788,-70.367,92.942,0.459,1.756,4.441,1.521
Construction Signs,-2.363801178,-48.222,55.041,0.374,1.143,1.168,1.279
Car,-0.776607173,188.862,200.348,0.243,2.077,4.48,1.531
Construction Signs,-2.311441301,-8.969,45.069,0.375,0.883,1.08,1.113
Car,-0.784701777,81.12,81.989,0.29,1.915,4.2,1.536
Other Vehicle - Uncommon,-0.819004478,6.448,-36.646,0.679,1.405,2.943,2
Cones,-2.314114693,36.93,63.47,0.363,0.469,0.566,1.101
Car,-2.521243751,21.347,-18.394,0.627,1.841,5.174,1.541
Car,2.326786802,-39.265,-16.085,0.804,1.961,4.215,1.47
Other Vehicle - Uncommon,2.444761223,-26.207,-3.621,0.929,1.5,3.106,2
Construction Signs,-2.363801178,-33.054,40.171,0.298,0.977,0.975,1.128
Car,2.374344169,96.07,121.35,0.513,2.039,4.31,1.666
Other Vehicle - Uncommon,-0.784097893,6.5,-27.47,0.729,1.405,2.943,2
Other Vehicle - Uncommon,2.270228298,12.065,-22.568,0.679,1.405,2.943,2
Construction Signs,-0.833167916,29.709,56.336,0.404,1.06,0.939,1.201
Car,2.391797462,101.254,126.228,0.454,2.039,4.503,1.714
Other Vehicle - Uncommon,2.35749476,10.246,-20.967,0.679,1.405,2.943,2
Car,2.374344169,90.591,115.466,0.513,2.021,4.24,1.666
Other Vehicle - Uncommon,2.532027686,12.973,-27.502,0.629,1.405,2.943,2
Car,-2.28650882,-23.454,-35.891,0.974,1.881,4.18,1.593
Car,2.402329949,48.651,61.957,0.326,1.812,4.691,1.626
Car,-0.75915388,153.71,160.566,0.477,2.411,4.905,1.847
Pedestrian,2.313958395,98.321,128.308,0.699,0.849,0.681,1.931
Car,2.384876656,103.787,118.606,0.684,2.195,4.524,1.686
Car,2.356950844,72.866,87.5,0.414,1.777,4.436,1.626
Car,0.22139327,26.03,14.375,0.257,1.886,4.787,1.545
Car,2.367423364,33.485,44.181,0.477,2.077,4.951,1.93
Car,2.377895448,-14.258,0.446,0.765,1.806,4.391,1.512
Car,2.349970071,94.549,109.69,0.704,2.195,4.524,1.686
Car,2.367423364,17.593,32.143,0.495,1.806,4.561,1.512
Car,2.349970071,83.838,98.398,0.616,2.195,4.524,1.626
Car,2.349970071,36.095,50.995,0.326,1.757,4.5,1.626
Car,2.430255325,0.414,17.298,0.605,1.806,4.391,1.512
Pedestrian,2.373380245,21.573,50.506,0.857,0.946,1.081,1.885
Car,-0.760443816,30.254,35.776,0.321,1.934,4.229,1.555
Car,-0.75915388,153.582,160.337,0.477,2.411,4.905,1.847
Car,2.349970071,36.146,51.055,0.326,1.757,4.5,1.626
Car,2.349970071,94.478,109.684,0.642,2.195,4.524,1.686
Car,-0.763934069,29.862,35.28,0.337,1.934,4.162,1.555
Car,2.353460703,72.986,87.671,0.369,1.794,4.436,1.538
Car,2.409311924,48.861,62.217,0.376,1.812,4.691,1.626
Pedestrian,2.288327088,98.075,128.133,0.63,0.794,0.696,1.795
Car,-0.776607173,177.035,189.114,0.493,2.077,4.48,1.531
Car,2.355849426,183.159,205.742,0.213,1.997,4.48,1.531
Car,2.384876656,33.418,44.122,0.477,2.077,4.951,1.93
Car,2.349970071,103.687,118.527,0.656,2.195,4.524,1.686
Car,2.363060165,83.991,98.486,0.663,2.195,4.691,1.626
Car,2.380306214,20.759,31.401,0.591,1.867,4.629,1.673
Other Vehicle - Uncommon,-0.784097893,4.823,-26.158,0.729,1.405,2.943,2
