,label,position.x,position.y,position.z,dimensions.x,dimensions.y
3603,Car,33.919,48.844,0.326,1.757,4.5
3604,Car,-2.166,14.351,0.605,1.806,4.391
3605,Pedestrian,21.139,50.072,0.857,0.946,1.081
3606,Car,33.595,39.29,0.313,1.934,4.229
3607,Car,154.945,161.788,0.477,2.411,4.905
3608,Car,33.778,48.716,0.326,1.757,4.5
3609,Car,92.76,107.997,0.648,2.195,4.524
3610,Car,33.655,39.297,0.313,1.934,4.162
3611,Car,70.227,84.862,0.392,1.794,4.436
3612,Car,46.708,59.865,0.376,1.812,4.691
3613,Pedestrian,97.676,127.738,0.63,0.794,0.696
3614,Car,177.152,189.233,0.493,2.077,4.48
3615,Car,181.212,203.766,0.221,1.997,4.48
3616,Car,32.838,43.545,0.477,2.077,4.951
3617,Car,102.106,116.974,0.668,2.195,4.524
3618,Car,81.882,96.37,0.626,2.195,4.691
3619,Car,20.759,31.401,0.591,1.867,4.629
3620,Car,-60.458,-37.423,0.934,2.104,4.215
3621,Car,26.281,36.583,0.451,1.867,4.689
3622,Car,-44.205,-44.985,0.986,2.049,4.409
3623,Car,82.091,107.072,0.679,1.99,4.386
3624,Car,-30.673,-7.523,0.759,1.849,4.723
3625,Car,6.7,7.379,0.697,1.94,4.302
3626,Car,-34.909,-19.781,0.969,1.756,4.441
3627,Pedestrian,4.291,32.582,0.703,0.824,1.259
3628,Car,-6.854,26.46,0.589,2.102,4.628
3629,Car,34.919,-11.359,0.811,1.924,4.164
3630,Car,46.831,-27.56,1.949,1.841,4.408
3631,Car,38.109,-8.332,0.615,1.841,4.408
3632,Car,-8.704,23.317,0.6,1.937,4.143
3633,Car,114.658,116.61,0.221,1.983,4.2
3634,Car,-19.084,33.955,0.658,2.17,4.835
3635,Car,-13.885,28.142,0.481,2.044,4.381
3636,Car,126.755,152.526,0.295,2.039,4.503
3637,Car,-20.174,30.849,0.427,1.913,4.441
3638,Car,28.397,5.928,0.234,1.841,4.408
3639,Car,54.86,-38.702,2.673,1.841,4.408
3640,Car,125.363,127.323,0.321,1.983,4.2
3641,Car,164.026,166.822,0.201,1.983,4.2
3642,Car,138.981,141.251,0.221,1.983,4.2
3643,Car,-13.929,9.403,0.572,1.849,4.464
3644,Car,106.6,131.627,0.454,2.039,4.503
3645,Car,-21.868,-16.23,0.973,1.94,4.302
3646,Car,182.401,197.639,0.493,2.077,4.48
3647,Car,-24.022,38.877,0.506,2.048,4.609
3648,Car,20.917,7.334,0.399,1.884,4.162
3649,Car,77.27,102.08,0.679,2.119,4.52
3650,Car,-12.298,-11.401,0.742,1.94,4.302
3651,Car,114.778,140.501,0.295,2.039,4.503
3652,Car,61.753,62.483,0.282,2.039,4.669
3653,Car,55.958,56.33,0.24,2.007,4.879
3654,Pedestrian,-1.219,25.636,0.737,0.77,0.933
3655,Car,111.411,136.687,0.345,2.039,4.503
3656,Car,-22.066,1.282,0.631,1.768,4.339
3657,Car,69.3,69.879,0.188,1.794,4.207
3658,Car,77.817,78.463,0.23,1.815,3.695
3659,Car,12.647,18.287,0.647,1.893,4.097
3660,Car,85.008,85.754,0.343,1.858,3.593
3661,Car,134.621,159.967,0.295,2.039,4.503
3662,Car,34.313,-15.975,0.931,1.841,4.408
3663,Car,152.975,179.175,0.295,2.039,4.503
3664,Car,148.22,183.219,0.672,2.402,4.634
3665,Car,86.425,111.36,0.461,1.853,4.24
3666,Car,-64.358,-41.703,0.999,1.961,4.215
3667,Car,65.525,66.295,0.119,1.682,4.226
3668,Car,176.901,194.008,0.543,2.077,4.48
3669,Car,30.894,-5.2,0.543,2.03,4.951
3670,Car,-0.674,5.04,0.654,1.836,4.204
3671,Car,-18.269,4.736,0.539,1.809,4.76
3672,Car,156.172,159.028,0.201,1.983,4.2
3673,Car,188.862,200.348,0.243,2.077,4.48
3674,Car,81.12,81.989,0.29,1.915,4.2
3675,Car,24.081,-22.176,0.677,1.841,5.174
3676,Car,-39.265,-16.085,0.804,1.961,4.215
3677,Car,96.07,121.35,0.513,2.039,4.31
3678,Car,101.254,126.228,0.454,2.039,4.503
3679,Car,90.591,115.466,0.513,2.021,4.24
3680,Car,-23.454,-35.891,0.974,1.881,4.18
3681,Car,46.371,59.462,0.326,1.812,4.691
3682,Car,155.218,162.144,0.477,2.411,4.905
3683,Pedestrian,97.651,127.756,0.699,0.849,0.681
3684,Car,101.793,116.52,0.712,2.195,4.524
3685,Car,69.663,84.187,0.442,1.777,4.436
3686,Car,26.017,14.493,0.245,1.886,4.787
3687,Car,32.776,43.445,0.477,2.077,4.951
3688,Car,-18.65,-3.93,0.805,1.806,4.391
3689,Car,92.529,107.674,0.694,2.195,4.524
3690,Car,17.489,32.036,0.495,1.806,4.561
3691,Car,81.386,95.969,0.562,2.195,4.524
3692,Car,33.698,48.622,0.326,1.757,4.5
3693,Car,-2.843,13.595,0.605,1.806,4.391
3694,Pedestrian,21.028,49.968,0.857,0.946,1.081
3695,Car,34.367,40.126,0.311,1.934,4.229
3696,Car,155.178,162.05,0.477,2.411,4.905
3697,Car,33.482,48.424,0.326,1.757,4.5
3698,Car,92.311,107.557,0.648,2.195,4.524
3699,Car,34.435,40.135,0.311,1.934,4.162
3700,Car,69.416,84.023,0.389,1.794,4.436
3701,Car,46.376,59.502,0.376,1.812,4.691
3702,Pedestrian,97.553,127.65,0.63,0.794,0.696
3703,Car,177.174,189.255,0.493,2.077,4.48
3704,Car,180.692,203.218,0.228,1.997,4.48
3705,Car,32.697,43.396,0.477,2.077,4.951
3706,Car,101.737,116.612,0.668,2.195,4.524
3707,Car,81.266,95.777,0.616,2.195,4.691
3708,Car,20.759,31.401,0.591,1.867,4.629
3709,Car,-60.458,-37.423,0.934,2.104,4.215
3710,Car,26.281,36.583,0.451,1.867,4.689
3711,Car,-44.205,-44.985,0.986,2.049,4.409
3712,Car,82.091,107.072,0.679,1.99,4.386
3713,Car,-30.673,-7.523,0.759,1.849,4.723
3714,Car,7.309,7.982,0.699,1.94,4.302
3715,Car,-35.925,-20.71,0.979,1.756,4.441
3716,Pedestrian,4.16,32.439,0.685,0.824,1.259
3717,Car,-6.854,26.46,0.589,2.102,4.628
3718,Car,34.919,-11.359,0.811,1.924,4.164
3719,Car,46.659,-27.293,1.938,1.841,4.408
3720,Car,37.83,-7.94,0.574,1.841,4.408
3721,Car,-8.704,23.317,0.6,1.937,4.143
3722,Car,114.658,116.61,0.221,1.983,4.2
3723,Car,-19.084,33.955,0.658,2.17,4.835
3724,Car,-13.885,28.142,0.481,2.044,4.381
3725,Car,126.755,152.526,0.295,2.039,4.503
3726,Car,-19.524,30.185,0.437,1.913,4.441
3727,Car,28.373,6.013,0.231,1.841,4.408
3728,Car,125.363,127.323,0.321,1.983,4.2
3729,Car,164.026,166.822,0.201,1.983,4.2
3730,Car,138.981,141.251,0.221,1.983,4.2
3731,Car,-13.929,9.403,0.572,1.849,4.464
3732,Car,106.6,131.627,0.454,2.039,4.503
3733,Car,-21.32,-15.703,0.983,1.94,4.302
3734,Car,182.401,197.639,0.493,2.077,4.48
3735,Car,-24.022,38.877,0.506,2.048,4.609
3736,Car,20.917,7.334,0.399,1.884,4.162
3737,Car,77.27,102.08,0.679,2.119,4.52
3738,Car,-11.754,-10.857,0.738,1.94,4.302
3739,Car,114.778,140.501,0.295,2.039,4.503
3740,Car,61.753,62.483,0.282,2.039,4.669
3741,Car,55.958,56.33,0.24,2.007,4.879
3742,Pedestrian,-1.127,25.744,0.735,0.77,0.933
3743,Car,111.411,136.687,0.345,2.039,4.503
3744,Car,-22.066,1.282,0.631,1.768,4.339
3745,Car,69.3,69.879,0.188,1.794,4.207
3746,Car,77.817,78.463,0.23,1.815,3.695
3747,Car,13.294,18.926,0.635,1.893,4.097
3748,Car,85.008,85.754,0.343,1.858,3.593
3749,Car,134.621,159.967,0.295,2.039,4.503
3750,Car,33.701,-15.244,0.898,1.841,4.408
3751,Car,152.975,179.175,0.295,2.039,4.503
3752,Car,148.22,183.219,0.672,2.402,4.634
3753,Car,86.425,111.36,0.461,1.853,4.24
3754,Car,-64.358,-41.703,0.999,1.961,4.215
3755,Car,65.525,66.295,0.119,1.682,4.226
3756,Car,176.901,194.008,0.543,2.077,4.48
3757,Car,30.894,-5.2,0.543,2.03,4.951
3758,Car,-0.095,5.628,0.654,1.836,4.204
3759,Car,-18.269,4.736,0.539,1.809,4.76
3760,Car,156.172,159.028,0.201,1.983,4.2
3761,Car,188.862,200.348,0.243,2.077,4.48
3762,Car,81.12,81.989,0.29,1.915,4.2
3763,Car,24.704,-23.039,0.688,1.841,5.174
3764,Car,-39.265,-16.085,0.804,1.961,4.215
3765,Car,96.07,121.35,0.513,2.039,4.31
3766,Car,101.254,126.228,0.454,2.039,4.503
3767,Car,90.591,115.466,0.513,2.021,4.24
3768,Car,-23.454,-35.891,0.974,1.881,4.18
3769,Car,45.934,58.978,0.326,1.812,4.691
3770,Car,155.489,162.427,0.477,2.411,4.905
3771,Pedestrian,97.517,127.646,0.699,0.849,0.681
3772,Car,101.44,116.152,0.714,2.195,4.524
3773,Car,69.046,83.527,0.45,1.777,4.436
3774,Car,26.017,14.522,0.239,1.886,4.787
3775,Car,32.657,43.321,0.477,2.077,4.951
3776,Car,-19.569,-4.868,0.805,1.806,4.391
3777,Car,92.119,107.266,0.692,2.195,4.524
3778,Car,17.498,32.045,0.495,1.806,4.561
3779,Car,80.864,95.454,0.548,2.195,4.524
3780,Car,33.257,48.177,0.326,1.757,4.5
3781,Car,-3.521,12.839,0.605,1.806,4.391
3782,Pedestrian,20.917,49.864,0.857,0.946,1.081
3783,Car,35.14,40.961,0.309,1.934,4.229
3784,Car,155.411,162.313,0.477,2.411,4.905
3785,Car,33.03,47.978,0.326,1.757,4.5
3786,Car,91.863,107.117,0.648,2.195,4.524
3787,Car,35.216,40.972,0.309,1.934,4.162
3788,Car,68.726,83.31,0.387,1.794,4.436
3789,Car,45.868,58.917,0.376,1.812,4.691
3790,Pedestrian,97.43,127.562,0.63,0.794,0.696
3791,Car,177.196,189.278,0.493,2.077,4.48
3792,Car,180.171,202.669,0.236,1.997,4.48
3793,Car,32.578,43.27,0.477,2.077,4.951
3794,Car,101.369,116.251,0.668,2.195,4.524
3795,Car,80.743,95.272,0.607,2.195,4.691
3796,Car,20.759,31.401,0.591,1.867,4.629
3797,Car,-60.458,-37.423,0.934,2.104,4.215
3798,Car,26.281,36.583,0.451,1.867,4.689
3799,Car,-44.205,-44.985,0.986,2.049,4.409
3800,Car,82.091,107.072,0.679,1.99,4.386
3801,Car,-30.673,-7.523,0.759,1.849,4.723
3802,Car,7.918,8.585,0.701,1.94,4.302
3803,Car,-36.942,-21.64,0.989,1.756,4.441
3804,Pedestrian,4.029,32.296,0.667,0.824,1.259
3805,Car,-6.854,26.46,0.589,2.102,4.628
3806,Car,34.919,-11.359,0.811,1.924,4.164
3807,Car,46.491,-27.033,1.928,1.841,4.408
3808,Car,37.557,-7.557,0.533,1.841,4.408
3809,Car,-8.704,23.317,0.6,1.937,4.143
3810,Car,114.658,116.61,0.221,1.983,4.2
3811,Car,-19.084,33.955,0.658,2.17,4.835
3812,Car,-13.885,28.142,0.481,2.044,4.381
3813,Car,126.755,152.526,0.295,2.039,4.503
3814,Car,-18.873,29.521,0.448,1.913,4.441
3815,Car,28.342,6.116,0.228,1.841,4.408
3816,Car,125.363,127.323,0.321,1.983,4.2
3817,Car,164.026,166.822,0.201,1.983,4.2
3818,Car,138.981,141.251,0.221,1.983,4.2
3819,Car,-13.929,9.403,0.572,1.849,4.464
3820,Car,106.6,131.627,0.454,2.039,4.503
3821,Car,-20.772,-15.177,0.993,1.94,4.302
3822,Car,182.401,197.639,0.493,2.077,4.48
3823,Car,-24.022,38.877,0.506,2.048,4.609
3824,Car,20.917,7.334,0.399,1.884,4.162
3825,Car,77.27,102.08,0.679,2.119,4.52
3826,Car,-11.21,-10.313,0.734,1.94,4.302
3827,Car,114.778,140.501,0.295,2.039,4.503
3828,Car,61.753,62.483,0.282,2.039,4.669
3829,Car,55.958,56.33,0.24,2.007,4.879
3830,Pedestrian,-1.034,25.851,0.733,0.77,0.933
3831,Car,111.411,136.687,0.345,2.039,4.503
3832,Car,-22.066,1.282,0.631,1.768,4.339
3833,Car,69.3,69.879,0.188,1.794,4.207
3834,Car,77.817,78.463,0.23,1.815,3.695
3835,Car,13.94,19.566,0.623,1.893,4.097
3836,Car,85.008,85.754,0.343,1.858,3.593
3837,Car,134.621,159.967,0.295,2.039,4.503
3838,Car,33.089,-14.514,0.864,1.841,4.408
3839,Car,152.975,179.175,0.295,2.039,4.503
3840,Car,148.22,183.219,0.672,2.402,4.634
3841,Car,86.425,111.36,0.461,1.853,4.24
3842,Car,-64.358,-41.703,0.999,1.961,4.215
3843,Car,65.525,66.295,0.119,1.682,4.226
3844,Car,176.901,194.008,0.543,2.077,4.48
3845,Car,30.894,-5.2,0.543,2.03,4.951
3846,Car,0.484,6.216,0.654,1.836,4.204
3847,Car,-18.269,4.736,0.539,1.809,4.76
3848,Car,156.172,159.028,0.201,1.983,4.2
3849,Car,188.862,200.348,0.243,2.077,4.48
3850,Car,81.12,81.989,0.29,1.915,4.2
3851,Car,25.276,-23.83,0.699,1.841,5.174
3852,Car,-39.265,-16.085,0.804,1.961,4.215
3853,Car,96.07,121.35,0.513,2.039,4.31
3854,Car,101.254,126.228,0.454,2.039,4.503
3855,Car,90.591,115.466,0.513,2.021,4.24
3856,Car,-23.454,-35.891,0.974,1.881,4.18
3857,Car,45.496,58.494,0.326,1.812,4.691
3858,Car,155.76,162.71,0.477,2.411,4.905
3859,Pedestrian,97.383,127.535,0.699,0.849,0.681
3860,Car,101.086,115.785,0.716,2.195,4.524
3861,Car,68.429,82.868,0.458,1.777,4.436
3862,Car,26.018,14.55,0.233,1.886,4.787
3863,Car,32.538,43.197,0.477,2.077,4.951
3864,Car,-20.488,-5.805,0.805,1.806,4.391
3865,Car,91.71,106.858,0.69,2.195,4.524
3866,Car,17.506,32.055,0.495,1.806,4.561
3867,Car,80.342,94.939,0.534,2.195,4.524
3868,Car,32.817,47.731,0.326,1.757,4.5
3869,Car,-4.199,12.083,0.605,1.806,4.391
3870,Pedestrian,20.806,49.76,0.857,0.946,1.081
3871,Car,35.912,41.797,0.307,1.934,4.229
3872,Car,155.643,162.576,0.477,2.411,4.905
3873,Car,32.579,47.532,0.326,1.757,4.5
3874,Car,91.414,106.677,0.648,2.195,4.524
3875,Car,35.996,41.81,0.307,1.934,4.162
3876,Car,68.067,82.628,0.385,1.794,4.436
3877,Car,45.436,58.42,0.376,1.812,4.691
3878,Pedestrian,97.307,127.473,0.63,0.794,0.696
3879,Car,177.218,189.3,0.493,2.077,4.48
3880,Car,179.651,202.121,0.244,1.997,4.48
3881,Car,32.464,43.149,0.477,2.077,4.951
3882,Car,101.0,115.889,0.668,2.195,4.524
3883,Car,80.243,94.79,0.599,2.195,4.691
3884,Car,20.759,31.401,0.591,1.867,4.629
3885,Car,-60.458,-37.423,0.934,2.104,4.215
3886,Car,26.281,36.583,0.451,1.867,4.689
3887,Car,-44.205,-44.985,0.986,2.049,4.409
3888,Car,82.091,107.072,0.679,1.99,4.386
3889,Car,-30.673,-7.523,0.759,1.849,4.723
3890,Car,8.527,9.188,0.703,1.94,4.302
3891,Car,-37.958,-22.57,0.999,1.756,4.441
3892,Pedestrian,3.898,32.153,0.649,0.824,1.259
3893,Car,-6.854,26.46,0.589,2.102,4.628
3894,Car,34.919,-11.359,0.811,1.924,4.164
3895,Car,46.268,-26.688,1.915,1.841,4.408
3896,Car,37.196,-7.049,0.48,1.841,4.408
3897,Car,-8.704,23.317,0.6,1.937,4.143
3898,Car,114.658,116.61,0.221,1.983,4.2
3899,Car,-19.084,33.955,0.658,2.17,4.835
3900,Car,-13.885,28.142,0.481,2.044,4.381
3901,Car,126.755,152.526,0.295,2.039,4.503
3902,Car,-18.223,28.857,0.458,1.913,4.441
3903,Car,28.32,6.157,0.226,1.841,4.408
3904,Car,125.363,127.323,0.321,1.983,4.2
3905,Car,164.026,166.822,0.201,1.983,4.2
3906,Car,138.981,141.251,0.221,1.983,4.2
3907,Car,-13.929,9.403,0.572,1.849,4.464
3908,Car,106.6,131.627,0.454,2.039,4.503
3909,Car,-20.224,-14.65,1.003,1.94,4.302
3910,Car,182.401,197.639,0.493,2.077,4.48
3911,Car,-24.022,38.877,0.506,2.048,4.609
3912,Car,20.917,7.334,0.399,1.884,4.162
3913,Car,77.27,102.08,0.679,2.119,4.52
3914,Car,-10.666,-9.769,0.731,1.94,4.302
3915,Car,114.778,140.501,0.295,2.039,4.503
3916,Car,61.753,62.483,0.282,2.039,4.669
3917,Car,55.958,56.33,0.24,2.007,4.879
3918,Pedestrian,-0.942,25.958,0.731,0.77,0.933
3919,Car,111.411,136.687,0.345,2.039,4.503
3920,Car,-22.066,1.282,0.631,1.768,4.339
3921,Car,69.3,69.879,0.188,1.794,4.207
3922,Car,77.817,78.463,0.23,1.815,3.695
3923,Car,14.587,20.205,0.611,1.893,4.097
3924,Car,85.008,85.754,0.343,1.858,3.593
3925,Car,134.621,159.967,0.295,2.039,4.503
3926,Car,32.476,-13.783,0.831,1.841,4.408
3927,Car,152.975,179.175,0.295,2.039,4.503
3928,Car,148.22,183.219,0.672,2.402,4.634
3929,Car,86.425,111.36,0.461,1.853,4.24
3930,Car,-64.358,-41.703,0.999,1.961,4.215
3931,Car,65.525,66.295,0.119,1.682,4.226
3932,Car,176.901,194.008,0.543,2.077,4.48
3933,Car,30.894,-5.2,0.543,2.03,4.951
3934,Car,1.062,6.804,0.654,1.836,4.204
3935,Car,-18.269,4.736,0.539,1.809,4.76
3936,Car,156.172,159.028,0.201,1.983,4.2
3937,Car,188.862,200.348,0.243,2.077,4.48
3938,Car,81.12,81.989,0.29,1.915,4.2
3939,Car,25.834,-24.602,0.709,1.841,5.174
3940,Car,-39.265,-16.085,0.804,1.961,4.215
3941,Car,96.07,121.35,0.513,2.039,4.31
3942,Car,101.254,126.228,0.454,2.039,4.503
3943,Car,90.591,115.466,0.513,2.021,4.24
3944,Car,-23.454,-35.891,0.974,1.881,4.18
3945,Car,45.059,58.009,0.326,1.812,4.691
3946,Car,156.031,162.993,0.477,2.411,4.905
3947,Pedestrian,97.248,127.425,0.699,0.849,0.681
3948,Car,100.732,115.417,0.718,2.195,4.524
3949,Car,67.812,82.208,0.466,1.777,4.436
3950,Car,26.018,14.579,0.227,1.886,4.787
3951,Car,32.419,43.074,0.477,2.077,4.951
3952,Car,-21.407,-6.742,0.805,1.806,4.391
3953,Car,91.3,106.449,0.688,2.195,4.524
3954,Car,17.518,32.067,0.495,1.806,4.561
3955,Car,79.821,94.424,0.52,2.195,4.524
3956,Pedestrian,103.409,99.724,0.63,0.853,0.53
3957,Car,32.376,47.286,0.326,1.757,4.5
3958,Car,-4.877,11.328,0.605,1.806,4.391
3959,Pedestrian,20.695,49.656,0.857,0.946,1.081
3960,Car,36.685,42.633,0.305,1.934,4.229
3961,Car,155.876,162.838,0.477,2.411,4.905
3962,Car,32.127,47.087,0.326,1.757,4.5
3963,Pedestrian,103.424,99.69,0.563,0.78,0.524
3964,Car,91.19,106.457,0.648,2.195,4.524
3965,Car,36.777,42.648,0.305,1.934,4.162
3966,Car,67.416,81.954,0.383,1.794,4.436
3967,Car,45.024,57.944,0.376,1.812,4.691
3968,Pedestrian,97.183,127.385,0.63,0.794,0.696
3969,Car,177.24,189.323,0.493,2.077,4.48
3970,Car,179.391,201.846,0.247,1.997,4.48
3971,Car,32.351,43.029,0.477,2.077,4.951
3972,Car,100.632,115.527,0.668,2.195,4.524
3973,Car,79.748,94.313,0.591,2.195,4.691
3974,Car,20.759,31.401,0.591,1.867,4.629
3975,Car,-60.458,-37.423,0.934,2.104,4.215
3976,Car,26.281,36.583,0.451,1.867,4.689
3977,Car,-44.205,-44.985,0.986,2.049,4.409
3978,Car,82.091,107.072,0.679,1.99,4.386
3979,Car,-30.673,-7.523,0.759,1.849,4.723
3980,Car,9.136,9.791,0.705,1.94,4.302
3981,Car,-38.974,-23.499,1.009,1.756,4.441
3982,Pedestrian,3.766,32.01,0.631,0.824,1.259
3983,Car,-6.854,26.46,0.589,2.102,4.628
3984,Car,34.919,-11.359,0.811,1.924,4.164
3985,Car,37.061,-6.859,0.466,1.841,4.408
3986,Car,-8.704,23.317,0.6,1.937,4.143
3987,Car,114.658,116.61,0.221,1.983,4.2
3988,Car,-19.084,33.955,0.658,2.17,4.835
3989,Car,-13.885,28.142,0.481,2.044,4.381
3990,Car,126.755,152.526,0.295,2.039,4.503
3991,Car,28.281,6.228,0.224,1.841,4.408
3992,Car,125.363,127.323,0.321,1.983,4.2
3993,Car,164.026,166.822,0.201,1.983,4.2
3994,Car,138.981,141.251,0.221,1.983,4.2
3995,Car,-13.929,9.403,0.572,1.849,4.464
3996,Car,106.6,131.627,0.454,2.039,4.503
3997,Car,-19.676,-14.124,1.013,1.94,4.302
3998,Car,182.401,197.639,0.493,2.077,4.48
3999,Car,-24.022,38.877,0.506,2.048,4.609
4000,Car,20.917,7.334,0.399,1.884,4.162
4001,Car,77.27,102.08,0.679,2.119,4.52
4002,Car,-10.122,-9.224,0.727,1.94,4.302
4003,Car,114.778,140.501,0.295,2.039,4.503
4004,Car,61.753,62.483,0.282,2.039,4.669
4005,Car,55.958,56.33,0.24,2.007,4.879
4006,Pedestrian,-0.85,26.065,0.729,0.77,0.933
4007,Car,111.411,136.687,0.345,2.039,4.503
4008,Car,-22.066,1.282,0.631,1.768,4.339
4009,Car,69.3,69.879,0.188,1.794,4.207
4010,Car,77.817,78.463,0.23,1.815,3.695
4011,Car,15.234,20.844,0.599,1.893,4.097
4012,Car,85.008,85.754,0.343,1.858,3.593
4013,Car,134.621,159.967,0.295,2.039,4.503
4014,Car,32.188,-13.43,0.814,1.841,4.408
4015,Car,152.975,179.175,0.295,2.039,4.503
4016,Car,148.22,183.219,0.672,2.402,4.634
4017,Car,86.425,111.36,0.461,1.853,4.24
4018,Car,-64.358,-41.703,0.999,1.961,4.215
4019,Car,65.525,66.295,0.119,1.682,4.226
4020,Car,176.901,194.008,0.543,2.077,4.48
4021,Car,30.894,-5.2,0.543,2.03,4.951
4022,Car,1.641,7.393,0.654,1.836,4.204
4023,Car,-18.269,4.736,0.539,1.809,4.76
4024,Car,156.172,159.028,0.201,1.983,4.2
4025,Car,188.862,200.348,0.243,2.077,4.48
4026,Car,81.12,81.989,0.29,1.915,4.2
4027,Car,26.574,-25.627,0.722,1.841,5.174
4028,Car,-39.265,-16.085,0.804,1.961,4.215
4029,Car,96.07,121.35,0.513,2.039,4.31
4030,Car,101.254,126.228,0.454,2.039,4.503
4031,Car,90.591,115.466,0.513,2.021,4.24
4032,Car,-23.454,-35.891,0.974,1.881,4.18
4033,Car,44.694,57.591,0.326,1.812,4.691
4034,Car,156.232,163.203,0.477,2.411,4.905
4035,Pedestrian,97.114,127.314,0.699,0.849,0.681
4036,Car,100.37,115.05,0.716,2.195,4.524
4037,Car,67.13,81.535,0.468,1.777,4.436
4038,Car,26.017,14.614,0.223,1.886,4.787
4039,Car,32.301,42.95,0.477,2.077,4.951
4040,Car,-22.326,-7.679,0.804,1.806,4.391
4041,Car,90.838,105.989,0.686,2.195,4.524
4042,Car,17.518,32.067,0.495,1.806,4.561
4043,Car,79.299,93.909,0.506,2.195,4.524
4044,Pedestrian,103.363,99.679,0.63,0.853,0.53
4045,Car,31.935,46.841,0.326,1.757,4.5
4046,Car,-5.554,10.572,0.605,1.806,4.391
4047,Pedestrian,20.581,49.555,0.857,0.946,1.081
4048,Car,37.457,43.468,0.303,1.934,4.229
4049,Car,156.087,163.066,0.477,2.411,4.905
4050,Car,31.902,46.864,0.326,1.757,4.5
4051,Pedestrian,103.212,99.523,0.558,0.78,0.524
4052,Car,90.682,105.958,0.643,2.195,4.524
4053,Car,37.557,43.485,0.303,1.934,4.162
4054,Car,66.982,81.506,0.382,1.794,4.436
4055,Car,44.616,57.475,0.376,1.812,4.691
4056,Pedestrian,97.06,127.297,0.63,0.794,0.696
4057,Car,177.262,189.345,0.493,2.077,4.48
4058,Car,178.791,201.188,0.252,1.997,4.48
4059,Car,32.276,42.95,0.477,2.077,4.951
4060,Car,100.268,115.161,0.662,2.195,4.524
4061,Car,79.419,93.996,0.586,2.195,4.691
4062,Car,20.759,31.401,0.591,1.867,4.629
4063,Car,-60.458,-37.423,0.934,2.104,4.215
4064,Car,26.281,36.583,0.451,1.867,4.689
4065,Car,-44.205,-44.985,0.986,2.049,4.409
4066,Car,82.091,107.072,0.679,1.99,4.386
4067,Car,-30.673,-7.523,0.759,1.849,4.723
4068,Car,9.745,10.395,0.707,1.94,4.302
4069,Car,-40.026,-24.462,1.019,1.756,4.441
4070,Pedestrian,3.631,31.869,0.627,0.824,1.259
4071,Car,-6.854,26.46,0.589,2.102,4.628
4072,Car,34.919,-11.359,0.811,1.924,4.164
4073,Car,36.756,-6.431,0.435,1.841,4.408
4074,Car,-8.704,23.317,0.6,1.937,4.143
4075,Car,114.658,116.61,0.221,1.983,4.2
4076,Car,-19.084,33.955,0.658,2.17,4.835
4077,Car,-13.885,28.142,0.481,2.044,4.381
4078,Car,126.755,152.526,0.295,2.039,4.503
4079,Car,28.243,6.296,0.221,1.841,4.408
4080,Car,125.363,127.323,0.321,1.983,4.2
4081,Car,164.026,166.822,0.201,1.983,4.2
4082,Car,138.981,141.251,0.221,1.983,4.2
4083,Car,-13.929,9.403,0.572,1.849,4.464
4084,Car,106.6,131.627,0.454,2.039,4.503
4085,Car,-19.107,-13.577,1.003,1.94,4.302
4086,Car,182.401,197.639,0.493,2.077,4.48
4087,Car,-24.022,38.877,0.506,2.048,4.609
4088,Car,20.917,7.334,0.399,1.884,4.162
4089,Car,77.27,102.08,0.679,2.119,4.52
4090,Car,-9.578,-8.68,0.723,1.94,4.302
4091,Car,114.778,140.501,0.295,2.039,4.503
4092,Car,61.753,62.483,0.282,2.039,4.669
4093,Car,55.958,56.33,0.24,2.007,4.879
4094,Pedestrian,-0.752,26.179,0.727,0.77,0.933
4095,Car,111.411,136.687,0.345,2.039,4.503
4096,Car,-22.066,1.282,0.631,1.768,4.339
4097,Car,69.3,69.879,0.188,1.794,4.207
4098,Car,77.817,78.463,0.23,1.815,3.695
4099,Car,15.877,21.486,0.587,1.893,4.097
4100,Car,85.008,85.754,0.343,1.858,3.593
4101,Car,134.621,159.967,0.295,2.039,4.503
4102,Car,31.61,-12.723,0.781,1.841,4.408
4103,Car,152.975,179.175,0.295,2.039,4.503
4104,Car,148.22,183.219,0.672,2.402,4.634
4105,Car,86.425,111.36,0.461,1.853,4.24
4106,Car,-64.358,-41.703,0.999,1.961,4.215
4107,Car,65.525,66.295,0.119,1.682,4.226
4108,Car,176.901,194.008,0.543,2.077,4.48
4109,Car,30.894,-5.2,0.543,2.03,4.951
4110,Car,2.216,7.977,0.654,1.836,4.204
4111,Car,-18.269,4.736,0.539,1.809,4.76
4112,Car,156.172,159.028,0.201,1.983,4.2
4113,Car,188.862,200.348,0.243,2.077,4.48
4114,Car,81.12,81.989,0.29,1.915,4.2
4115,Car,26.886,-26.084,0.727,1.841,5.174
4116,Car,-39.265,-16.085,0.804,1.961,4.215
4117,Car,96.07,121.35,0.513,2.039,4.31
4118,Car,101.254,126.228,0.454,2.039,4.503
4119,Car,90.591,115.466,0.513,2.021,4.24
4120,Car,-23.454,-35.891,0.974,1.881,4.18
4121,Car,44.33,57.172,0.326,1.812,4.691
4122,Car,156.434,163.412,0.477,2.411,4.905
4123,Pedestrian,96.98,127.204,0.699,0.849,0.681
4124,Car,100.007,114.682,0.714,2.195,4.524
4125,Car,66.448,80.862,0.47,1.777,4.436
